request_id,latency_seconds
153,127.71617317199707
154,126.89555597305298
155,126.82714486122131
156,126.9076042175293
157,127.38349390029907
158,107.72134017944336
159,126.95980286598206
160,107.64999175071716
161,126.8468849658966
162,127.45493793487549
163,127.20832800865173
164,127.06574606895447
165,126.71805596351624
166,127.72574996948242
167,128.3175230026245
168,126.81228375434875
169,126.8879828453064
170,127.11698484420776
171,127.39452385902405
172,127.42033100128174
173,127.40345907211304
174,126.81767773628235
175,126.94576692581177
176,127.8239061832428
177,127.44623804092407
178,128.006609916687
179,126.81597971916199
180,126.84574007987976
181,127.83509802818298
182,128.01711988449097
183,126.845773935318
184,128.16313695907593
185,127.68416094779968
186,128.3901240825653
187,127.06910490989685
188,128.40500688552856
189,126.86931085586548
190,127.32966995239258
191,107.77575874328613
192,127.90085077285767
193,127.12862992286682
194,127.40020108222961
195,127.76981091499329
196,126.95306420326233
197,127.60863471031189
198,127.43152093887329
199,127.43611598014832
200,127.6303780078888
201,127.63531517982483
202,127.47304105758667
203,127.82191610336304
204,107.73257231712341
205,127.83162999153137
206,107.33419799804688
207,127.04314398765564
208,127.25582599639893
209,127.68594789505005
210,107.72260594367981
211,127.85613679885864
212,127.2996518611908
213,107.65699410438538
214,127.53312921524048
215,107.57873463630676
216,128.0523509979248
217,127.13104796409607
218,127.55955815315247
219,127.10677909851074
220,127.76091384887695
221,127.7670509815216
222,127.15871691703796
223,128.50857496261597
224,127.16819095611572
225,127.97476506233215
226,127.62231302261353
227,107.57688426971436
228,127.8015239238739
229,127.4510281085968
230,127.65748000144958
231,127.22283005714417
232,127.4679799079895
233,107.6285707950592
234,105.77551412582397
235,127.50011587142944
236,107.77357387542725
237,127.86464309692383
238,127.29960107803345
239,128.27347207069397
240,127.8914840221405
241,127.90078902244568
242,107.69110298156738
243,127.73253893852234
244,128.2935221195221
245,127.55973792076111
246,107.61830019950867
247,127.38253283500671
248,127.39541387557983
249,128.39907097816467
250,127.41358208656311
251,128.30059099197388
252,127.42206001281738
253,127.96640729904175
254,128.4198260307312
255,127.63653802871704
256,127.79345178604126
257,127.9744861125946
258,128.43099308013916
259,127.46178722381592
260,107.6718442440033
261,127.64935302734375
262,107.66719889640808
263,107.601145029068
264,127.66530108451843
265,127.4722809791565
266,127.8219347000122
267,128.43500089645386
268,127.84521007537842
269,127.84742093086243
270,127.8484468460083
271,107.65863394737244
272,107.58674097061157
273,105.78188300132751
274,107.68364882469177
275,128.14767599105835
276,127.51309013366699
277,107.65329599380493
278,128.52759194374084
279,107.65365314483643
280,128.15519618988037
281,107.69692587852478
282,107.72423505783081
283,127.90548610687256
284,127.73250007629395
285,128.1700439453125
286,107.58040499687195
287,128.27863192558289
288,127.59640884399414
289,127.92739701271057
290,127.75061678886414
291,127.76265335083008
292,128.0654652118683
293,107.67222213745117
294,127.607675075531
295,127.77589917182922
296,106.44509482383728
297,127.7760660648346
298,128.1922469139099
299,127.62228608131409
300,128.09025406837463
301,127.7980089187622
302,107.5663890838623
303,128.09357905387878
304,128.47419810295105
305,127.64551186561584
306,127.64512300491333
307,128.40259504318237
308,127.64776134490967
309,128.3114550113678
310,128.02909111976624
311,127.84360980987549
312,107.61893677711487
313,127.84694623947144
314,128.54923605918884
315,127.68070697784424
316,128.2266230583191
317,127.86647415161133
318,107.545236825943
319,107.22987723350525
